"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date",""
"Lvs38278","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","365.5","60","425.5","2024-11-26 08:39:46","2024-11-26 10:19:46",""
"Lvs34223","REPEATED_ORDER","Fatma","ملغي مكرر","450","80","530","2024-11-25 16:03:14","2024-11-07 15:41:56",""
"Lvs33105","INVENTORY","Randa","طلب العميلة بالالغاء","891","60","951","2024-11-25 15:40:43","2024-11-02 12:22:17",""
"Lvs36513","REPEATED_ORDER","Fatma","ملغي  مكرر","1078","60","1138","2024-11-25 15:05:06","2024-11-19 08:41:29",""
"Lvs35395","REPEATED_ORDER","Fatma","ملغي مكرر","623.6","60","683.6","2024-11-25 15:02:33","2024-11-20 11:59:16",""
"Lvs34830","REPEATED_ORDER","Fatma","ملغي مكرر","121.5","50","171.5","2024-11-25 14:59:30","2024-11-10 10:31:07",""
"Lvs34668","REPEATED_ORDER","Fatma","ملغي مكرر","2529.2","90","2619.2","2024-11-25 14:58:08","2024-11-10 09:43:30",""
"Lvs34433","REPEATED_ORDER","Fatma","ملغي مكرر","1762.5","95","1857.5","2024-11-25 14:52:31","2024-11-10 14:19:51",""
"Lvs34267","REPEATED_ORDER","Fatma","اوردر ملغي","1476","50","1526","2024-11-25 14:46:36","2024-11-08 08:56:06",""
"Lvs34194","REPEATED_ORDER","Fatma","ملغي مكرر","856","50","906","2024-11-25 13:41:40","2024-11-07 14:12:41",""
"Lvs34185","REPEATED_ORDER","Fatma","ملغي مكرر","4688","50","4738","2024-11-25 13:37:09","2024-11-08 13:32:28",""
"Lvs34090","REPEATED_ORDER","Fatma","ملغي مكرر \"",911.20,50.00,961.20,2024-11-25 13:35:57""","2024-11-07 10:11:48","","","","",""
"Lvs34006","REPEATED_ORDER","Fatma","ملغي مكرر","1415.2","50","1465.2","2024-11-25 13:34:44","2024-11-07 10:11:30",""
"Lvs36729","REPEATED_ORDER","Randa","تم عمل اوردر اخر","1108.4","50","1158.4","2024-11-25 13:34:40","2024-11-25 12:10:15",""
"Lvs33918","REPEATED_ORDER","Fatma","ملغي مكرر","2096","50","2146","2024-11-25 13:33:45","2024-11-07 16:45:28",""
"Lvs33872","REPEATED_ORDER","Fatma","ملغي اكدنا اوردر تاني","634.5","50","684.5","2024-11-25 13:32:04","2024-11-06 10:13:15",""
"Lvs25134","CUSTOMER_REQUEST","Fatma","ملغي   العميله  بلغت  بالالغء","2330","50","2380","2024-11-25 13:30:41","2024-09-30 17:30:45",""
"Lvs24523","OTHER","Fatma","ملغي  \"",75.00,50.00,125.00,2024-11-25 13:29:02""","2024-09-24 12:38:04","","","","",""
"Lvs38070","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة  مش عايزة البديل","675","50","725","2024-11-25 13:07:47","2024-11-25 10:24:50",""
"Lvs37812","INVENTORY","Nermin ","ملغي بعتلها بدايل لكن مش مناسبة معاها","460","50","510","2024-11-25 12:13:10","2024-11-24 10:18:10",""
"Lvs37745","INVENTORY","Randa","طلب العميلة بالالغاء","200","50","250","2024-11-25 12:09:20","2024-11-23 17:00:05",""
"Lvs37979","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","383","50","433","2024-11-25 12:00:17","2024-11-24 17:54:04",""
"Lvs37545","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","330","1434","1764","2024-11-25 11:24:17","2024-11-22 22:52:22",""
"Lvs37869","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة","470","90","560","2024-11-25 10:37:38","2024-11-24 10:18:18",""
"Lvs37996","INVENTORY","Nermin ","ملغي مش عايزة بدايل","320","50","370","2024-11-25 10:26:00","2024-11-24 17:54:04",""
"Lvs37377","INVENTORY","Randa","طلب العميلة بالالغاء","1199.7","90","1289.7","2024-11-25 10:17:17","2024-11-22 10:49:01",""
"Lvs38055","CUSTOMER_REQUEST","Noor","رغبة العميلة","249.9","60","309.9","2024-11-25 09:43:14","2024-11-25 10:24:50",""
"Lvs37805","INVENTORY","Noor","رغبة العميلة  طلبت الالغاء على الميل","270","80","350","2024-11-25 08:05:13","2024-11-24 10:18:10",""
"Lvs37502","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","1282.6","90","1372.6","2024-11-24 15:55:58","2024-11-22 19:02:28",""
"Lvs37857","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","800","50","850","2024-11-24 15:44:29","2024-11-24 10:18:18",""
"Lvs37818","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","1800","80","1880","2024-11-24 15:42:18","2024-11-24 10:18:10",""
"Lvs37620","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","1032.8","90","1122.8","2024-11-24 15:22:12","2024-11-23 09:46:27",""
"Lvs37319","INVENTORY","Randa","طلب العميلة بالالغاء","2700.8","50","2750.8","2024-11-24 15:02:51","2024-11-22 01:30:41",""
"Lvs37720","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","1416","60","1476","2024-11-24 14:59:13","2024-11-23 17:00:05",""
"Lvs36790","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","1406.75","50","1456.75","2024-11-24 14:41:57","2024-11-20 10:18:35",""
"Lvs37761","BROUGHT_FROM_STORE","Nermin ","ملغي برغبة العميلة","750","50","800","2024-11-24 14:17:18","2024-11-24 10:18:00",""
"Lvs37749","INVENTORY","Randa","طلب العميلة بالالغاء","1228.5","80","1308.5","2024-11-24 13:35:27","2024-11-23 17:00:05",""
"Lvs37944","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","962.4","80","1042.4","2024-11-24 13:22:11","2024-11-24 14:07:11",""
"Lvs37710","INVENTORY","Randa","طلب العميلة بالالغاء","1330.2","80","1410.2","2024-11-24 12:01:05","2024-11-23 14:17:56",""
"Lvs37790","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","642.6","50","692.6","2024-11-24 11:51:16","2024-11-24 10:18:00",""
"Lvs37901","CUSTOMER_REQUEST","Fatma","ملغي بطلب العميله","1260","50","1310","2024-11-24 11:50:29","2024-11-24 10:18:23",""
"Lvs37250","INVENTORY","Randa","طلب العميلة بالالغاء","675","80","755","2024-11-24 10:39:31","2024-11-21 20:01:18",""
"Lvs37382","INVENTORY","Randa","طلب العميلة بالالغاء","191.25","60","251.25","2024-11-24 10:34:41","2024-11-22 10:49:06",""
"Lvs37848","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","704.7","50","754.7","2024-11-24 10:00:48","2024-11-24 10:18:18",""
"Lvs37718","CUSTOMER_REQUEST","Nermin ","ملغي بطلب من العميلة علي الميل","210","50","260","2024-11-24 09:52:36","2024-11-23 17:00:05",""
"Lvs37718","CUSTOMER_REQUEST","Nermin ","ملغي بطلب من العميلة علي الميل","210","50","260","2024-11-24 09:52:36","2024-11-23 17:00:05",""
"Lvs36623","INVENTORY","Noor","رغبة العميلة  طلبت الالغاء على الميل","6195","60","6255","2024-11-24 09:42:59","2024-11-19 13:06:06",""
"Lvs37811","REPEATED_ORDER","Fatma","ملغي مكرر عملت  غيره","460","50","510","2024-11-24 09:31:14","2024-11-24 10:18:10",""
"Lvs37753","REPEATED_ORDER","Fatma","ملغي مكرر  عملت اروردين  مختلفين","300","60","360","2024-11-24 09:04:39","2024-11-23 17:00:05",""
"Lvs37484","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","200","50","250","2024-11-24 08:23:23","2024-11-22 17:16:13",""
"Lvs37178","CUSTOMER_REQUEST","Nermin ","ملغي مش عايزة بدايل","406","95","501","2024-11-24 08:20:55","2024-11-21 18:17:57",""
"Lvs36893","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","390","50","440","2024-11-23 18:13:35","2024-11-20 19:39:51",""
"Lvs37496","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","493","50","543","2024-11-23 15:57:46","2024-11-22 19:02:28",""
"Lvs37603","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1350","50","1400","2024-11-23 15:49:41","2024-11-23 09:46:27",""
"Lvs37032","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","876","50","926","2024-11-23 15:47:31","2024-11-21 08:32:04",""
"Lvs37274","INVENTORY","Randa","طلب العميلة بالالغاء","612","50","662","2024-11-23 15:40:07","2024-11-22 01:30:31",""
"Lvs37594","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بدايل","1080","50","1130","2024-11-23 15:11:54","2024-11-23 09:46:27",""
"Lvs37205","INVENTORY","Randa","طلب العميلة بالالغاء","261.25","90","351.25","2024-11-23 14:47:29","2024-11-23 13:16:11",""
"Lvs37711","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","460.8","60","520.8","2024-11-23 14:37:17","2024-11-23 14:17:56",""
"Lvs37148","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البدايل","921.6","50","971.6","2024-11-23 13:05:07","2024-11-21 14:16:03",""
"Lvs37148","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البدايل","921.6","50","971.6","2024-11-23 13:05:06","2024-11-21 14:16:03",""
"Lvs37041","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","675","50","725","2024-11-23 13:02:45","2024-11-21 08:32:04",""
"Lvs37347","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","367.2","50","417.2","2024-11-23 12:36:48","2024-11-22 10:49:01",""
"Lvs37234","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","676","50","726","2024-11-23 12:34:32","2024-11-21 18:44:04",""
"Lvs37104","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","625","80","705","2024-11-23 12:27:23","2024-11-21 11:07:04",""
"Lvs36537","OTHER","Nermin ","ملغي","722","50","772","2024-11-23 12:17:11","2024-11-19 08:41:36",""
"Lvs36821","REPEATED_ORDER","Nermin ","ملغي مكرر","1738.8","95","1833.8","2024-11-23 12:13:59","2024-11-20 13:21:29",""
"Lvs37308","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","1000.6","60","1060.6","2024-11-23 12:07:58","2024-11-23 11:55:15",""
"Lvs37451","INVENTORY","Randa","طلب العميلة بالالغاء","240","60","300","2024-11-23 12:05:04","2024-11-22 15:48:21",""
"Lvs37060","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","350","50","400","2024-11-23 11:38:36","2024-11-21 08:32:04",""
"Lvs37578","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","1845","90","1935","2024-11-23 11:30:56","2024-11-23 09:46:27",""
"Lvs37208","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","220","90","310","2024-11-23 11:23:23","2024-11-21 18:18:04",""
"Lvs37610","OTHER","Mostafa","ملغي","305","90","395","2024-11-23 11:16:48","2024-11-23 09:46:27",""
"Lvs37610","OTHER","Mostafa","ملغي","305","90","395","2024-11-23 11:16:33","2024-11-23 09:46:27",""
"Lvs36710","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة بعتت لينا خلال الميل","1330","80","1410","2024-11-23 11:00:13","2024-11-20 10:18:27",""
"Lvs37575","OTHER","Mostafa","0","1327.2","60","1387.2","2024-11-23 10:56:16","2024-11-23 09:46:27",""
"Lvs37575","OTHER","Mostafa","0","1327.2","60","1387.2","2024-11-23 10:56:06","2024-11-23 09:46:27",""
"Lvs37298","OTHER","Mostafa","0","893.7","60","953.7","2024-11-23 10:55:46","2024-11-22 01:30:41",""
"Lvs37259","INVENTORY","Randa","طلب العميلة بالالغاء","1170","60","1230","2024-11-23 10:47:46","2024-11-21 20:33:10",""
"Lvs36918","CUSTOMER_REQUEST","Noor","رغبة العميلة","2130","90","2220","2024-11-23 10:11:38","2024-11-21 15:20:31",""
"Lvs37325","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","928","50","978","2024-11-23 09:48:55","2024-11-22 01:30:41",""
"Lvs37528","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","120","95","215","2024-11-23 09:27:51","2024-11-22 22:52:22",""
"Lvs37281","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","320","90","410","2024-11-23 09:20:55","2024-11-22 01:30:41",""
"Lvs37454","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1620","60","1680","2024-11-23 08:53:28","2024-11-22 15:48:21",""
"Lvs37430","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1358.4","90","1448.4","2024-11-23 08:31:14","2024-11-22 13:24:19",""
"Lvs37085","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","290","50","340","2024-11-23 07:54:04","2024-11-21 11:07:03",""
"Lvs37140","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","370","50","420","2024-11-23 07:49:57","2024-11-21 13:52:54",""
"Lvs36726","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","330","50","380","2024-11-23 07:47:00","2024-11-20 10:18:27",""
"Lvs37012","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","300","50","350","2024-11-22 12:36:17","2024-11-21 08:31:55",""
"Lvs36682","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","675","50","725","2024-11-22 12:35:36","2024-11-19 18:27:51",""
"Lvs37245","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","527","50","577","2024-11-22 11:40:19","2024-11-21 20:01:18",""
"Lvs37396","CUSTOMER_REQUEST","Haimaa Gamal","ملغي","950","50","1000","2024-11-22 10:26:28","2024-11-22 10:49:06",""
"Lvs37144","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","750","50","800","2024-11-21 15:38:09","2024-11-21 13:52:54",""
"Lvs37165","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","260","50","310","2024-11-21 15:03:28","2024-11-21 15:57:52",""
"Lvs36591","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","247","50","297","2024-11-21 13:03:35","2024-11-21 14:31:14",""
"Lvs36842","INVENTORY","Nermin ","ملغي مش عايزة بدايل","525","60","585","2024-11-21 10:53:13","2024-11-20 15:43:48",""
"Lvs36866","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1750","50","1800","2024-11-21 10:51:49","2024-11-20 19:39:44",""
"Lvs36238","INVENTORY","Randa","طلب العميلة بالالغاء","750","80","830","2024-11-21 10:50:57","2024-11-17 15:41:43",""
"Lvs36921","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","480","50","530","2024-11-21 09:50:39","2024-11-21 08:31:36",""
"Lvs37072","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","750","50","800","2024-11-21 09:48:30","2024-11-21 08:32:04",""
"Lvs36994","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","970","80","1050","2024-11-21 09:47:31","2024-11-21 08:31:55",""
"Lvs36964","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","240","50","290","2024-11-21 09:45:58","2024-11-21 08:31:46",""
"Lvs36803","INVENTORY","Nermin ","ملغي لعدم وجود القطع ومش عايزة بدايل","540","60","600","2024-11-21 09:29:45","2024-11-20 11:55:57",""
"Lvs37057","OTHER","Mostafa","0","980","60","1040","2024-11-21 08:50:37","2024-11-21 08:32:04",""
"Lvs37057","OTHER","Mostafa","0","980","60","1040","2024-11-21 08:48:27","2024-11-21 08:32:04",""
"Lvs36540","OTHER","Mostafa","0","720","50","770","2024-11-21 08:48:04","2024-11-20 13:43:07",""
"Lvs36776","INVENTORY","Nermin ","ملغي عايزة نفس القطعة ونفس المقاس","625","60","685","2024-11-20 19:04:37","2024-11-20 10:18:34",""
"Lvs36672","INVENTORY","Nermin ","ملغي مش عايزة بدايل","325","50","375","2024-11-20 15:17:57","2024-11-19 16:59:59",""
"Lvs36823","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بدايل","560","50","610","2024-11-20 15:15:02","2024-11-20 13:21:29",""
"Lvs36815","REPEATED_ORDER","Nermin ","ملغي مكرر","2173.8","95","2268.8","2024-11-20 15:13:15","2024-11-20 12:53:13",""
"Lvs36762","REPEATED_ORDER","Nermin ","ملغي مكرر","2756","95","2851","2024-11-20 15:12:40","2024-11-20 10:18:34",""
"Lvs36813","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","1964.8","50","2014.8","2024-11-20 13:16:15","2024-11-20 12:40:56",""
"Lvs36795","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","812","50","862","2024-11-20 12:11:48","2024-11-20 10:57:33",""
"Lvs36693","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","675","50","725","2024-11-20 12:00:40","2024-11-20 10:18:27",""
"Lvs36709","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","170","80","250","2024-11-20 09:21:23","2024-11-20 10:18:27",""
"Lvs36689","ORDER_CONFIRMED_BY_MISTAKE","Zainab Mohamed","ملغي","500","50","550","2024-11-20 09:16:16","2024-11-19 18:27:51",""
"Lvs36619","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","490","50","540","2024-11-19 20:43:22","2024-11-19 13:06:06",""
"Lvs36532","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","1170","50","1220","2024-11-19 20:39:04","2024-11-19 08:41:36",""
"Lvs36480","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها وبعتتلنا علي الةواتساب","364","50","414","2024-11-19 15:36:16","2024-11-18 16:38:44",""
"Lvs36465","OTHER","Mostafa","0","1244.8","95","1339.8","2024-11-19 15:32:05","2024-11-18 16:38:41",""
"Lvs36489","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البديل","716","60","776","2024-11-19 15:06:29","2024-11-18 17:15:30",""
"Lvs36558","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","288","60","348","2024-11-19 15:03:31","2024-11-19 08:41:36",""
"Lvs36573","INVENTORY","Nermin ","ومش عايزة البديل ملغي لعدم وجود القطعة","160","50","210","2024-11-19 14:57:50","2024-11-19 08:41:36",""
"Lvs36538","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر و هتشترى من الفرع","1444","80","1524","2024-11-19 14:52:57","2024-11-19 08:41:36",""
"Lvs34598","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء هتشتري من الفرع","220","50","270","2024-11-19 13:55:36","2024-11-08 17:43:25",""
"Lvs36597","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","1724","50","1774","2024-11-19 13:46:56","2024-11-19 10:14:19",""
"Lvs35051","OTHER","Nermin ","ملغي برغبتها","2082","50","2132","2024-11-19 12:42:18","2024-11-19 14:32:07",""
"Lvs35051","OTHER","Nermin ","ملغي برغبتها","2082","50","2132","2024-11-19 12:42:17","2024-11-19 14:32:07",""
