"Order Number ","Reason"," Cancelled By ","Note ","Cancelled Date","Order Date",""
"Lvs34006","REPEATED_ORDER","Fatma","ملغي مكرر","2024-11-25 13:34:44","2024-11-06T23:56:55+02:00",""
"Lvs36729","REPEATED_ORDER","Randa","تم عمل اوردر اخر","2024-11-25 13:34:40","2024-11-19T22:31:04+02:00",""
"Lvs33918","REPEATED_ORDER","Fatma","ملغي مكرر","2024-11-25 13:33:45","2024-11-06T14:45:43+02:00",""
"Lvs33872","REPEATED_ORDER","Fatma","ملغي اكدنا اوردر تاني","2024-11-25 13:32:04","2024-11-06T09:46:37+02:00",""
"Lvs25134","CUSTOMER_REQUEST","Fatma","ملغي   العميله  بلغت  بالالغء","2024-11-25 13:30:41","2024-09-28T16:40:44+03:00",""
"Lvs24523","OTHER","Fatma","ملغي  \"",2024-11-25 13:29:02""","2024-09-23T21:16:36+03:00","",""
"Lvs38070","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة  مش عايزة البديل","2024-11-25 13:07:47","2024-11-24T23:30:55+02:00",""
"Lvs37812","INVENTORY","Nermin ","ملغي بعتلها بدايل لكن مش مناسبة معاها","2024-11-25 12:13:10","2024-11-23T21:08:42+02:00",""
"Lvs37745","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-25 12:09:20","2024-11-23T16:32:50+02:00",""
"Lvs37979","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","2024-11-25 12:00:17","2024-11-24T16:27:23+02:00",""
"Lvs37545","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-25 11:24:17","2024-11-22T21:48:33+02:00",""
"Lvs37869","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة","2024-11-25 10:37:38","2024-11-24T00:58:16+02:00",""
"Lvs37996","INVENTORY","Nermin ","ملغي مش عايزة بدايل","2024-11-25 10:26:00","2024-11-24T17:37:06+02:00",""
"Lvs37377","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-25 10:17:17","2024-11-22T06:33:09+02:00",""
"Lvs38055","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-11-25 09:43:14","2024-11-24T22:15:57+02:00",""
"Lvs37805","INVENTORY","Noor","رغبة العميلة  طلبت الالغاء على الميل","2024-11-25 08:05:13","2024-11-23T20:50:55+02:00",""
"Lvs37502","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-24 15:55:58","2024-11-22T18:34:55+02:00",""
"Lvs37857","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","2024-11-24 15:44:29","2024-11-23T23:37:42+02:00",""
"Lvs37818","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","2024-11-24 15:42:18","2024-11-23T21:28:09+02:00",""
"Lvs37620","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-24 15:22:12","2024-11-23T04:36:09+02:00",""
"Lvs37319","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-24 15:02:51","2024-11-22T00:07:58+02:00",""
"Lvs37720","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-24 14:59:13","2024-11-23T14:53:40+02:00",""
"Lvs36790","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","2024-11-24 14:41:57","2024-11-20T09:18:30+02:00",""
"Lvs37761","BROUGHT_FROM_STORE","Nermin ","ملغي برغبة العميلة","2024-11-24 14:17:18","2024-11-23T17:20:25+02:00",""
"Lvs37749","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-24 13:35:27","2024-11-23T16:39:31+02:00",""
"Lvs37944","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","2024-11-24 13:22:11","2024-11-24T13:57:34+02:00",""
"Lvs37710","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-24 12:01:05","2024-11-23T14:13:41+02:00",""
"Lvs37790","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","2024-11-24 11:51:16","2024-11-23T19:38:41+02:00",""
"Lvs37901","CUSTOMER_REQUEST","Fatma","ملغي بطلب العميله","2024-11-24 11:50:29","2024-11-24T08:17:27+02:00",""
"Lvs37250","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-24 10:39:31","2024-11-21T19:44:29+02:00",""
"Lvs37382","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-24 10:34:41","2024-11-22T08:00:23+02:00",""
"Lvs37848","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-24 10:00:48","2024-11-23T23:15:55+02:00",""
"Lvs37718","CUSTOMER_REQUEST","Nermin ","ملغي بطلب من العميلة علي الميل","2024-11-24 09:52:36","2024-11-23T14:49:12+02:00",""
"Lvs37718","CUSTOMER_REQUEST","Nermin ","ملغي بطلب من العميلة علي الميل","2024-11-24 09:52:36","2024-11-23T14:49:12+02:00",""
"Lvs36623","INVENTORY","Noor","رغبة العميلة  طلبت الالغاء على الميل","2024-11-24 09:42:59","2024-11-19T12:11:29+02:00",""
"Lvs37811","REPEATED_ORDER","Fatma","ملغي مكرر عملت  غيره","2024-11-24 09:31:14","2024-11-23T21:06:35+02:00",""
"Lvs37753","REPEATED_ORDER","Fatma","ملغي مكرر  عملت اروردين  مختلفين","2024-11-24 09:04:39","2024-11-23T16:49:49+02:00",""
"Lvs37484","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","2024-11-24 08:23:23","2024-11-22T17:06:25+02:00",""
"Lvs37178","CUSTOMER_REQUEST","Nermin ","ملغي مش عايزة بدايل","2024-11-24 08:20:55","2024-11-21T16:11:19+02:00",""
"Lvs36893","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","2024-11-23 18:13:35","2024-11-20T18:38:34+02:00",""
"Lvs37496","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 15:57:46","2024-11-22T18:09:38+02:00",""
"Lvs37603","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-23 15:49:41","2024-11-23T02:46:45+02:00",""
"Lvs37032","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-23 15:47:31","2024-11-21T01:04:17+02:00",""
"Lvs37274","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-23 15:40:07","2024-11-21T21:42:58+02:00",""
"Lvs37594","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بدايل","2024-11-23 15:11:54","2024-11-23T02:10:13+02:00",""
"Lvs37205","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-23 14:47:29","2024-11-21T17:19:49+02:00",""
"Lvs37711","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-23 14:37:17","2024-11-23T14:15:35+02:00",""
"Lvs37148","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البدايل","2024-11-23 13:05:07","2024-11-21T14:13:53+02:00",""
"Lvs37148","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البدايل","2024-11-23 13:05:06","2024-11-21T14:13:53+02:00",""
"Lvs37041","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","2024-11-23 13:02:45","2024-11-21T01:32:25+02:00",""
"Lvs37347","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 12:36:48","2024-11-22T02:05:16+02:00",""
"Lvs37234","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 12:34:32","2024-11-21T18:38:20+02:00",""
"Lvs37104","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 12:27:23","2024-11-21T11:02:23+02:00",""
"Lvs36537","OTHER","Nermin ","ملغي","2024-11-23 12:17:11","2024-11-18T22:08:57+02:00",""
"Lvs36821","REPEATED_ORDER","Nermin ","ملغي مكرر","2024-11-23 12:13:59","2024-11-20T13:08:08+02:00",""
"Lvs37308","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 12:07:58","2024-11-21T23:15:24+02:00",""
"Lvs37451","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-23 12:05:04","2024-11-22T14:54:56+02:00",""
"Lvs37060","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","2024-11-23 11:38:36","2024-11-21T05:42:23+02:00",""
"Lvs37578","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","2024-11-23 11:30:56","2024-11-23T00:33:12+02:00",""
"Lvs37208","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-23 11:23:23","2024-11-21T17:31:20+02:00",""
"Lvs37610","OTHER","Mostafa","ملغي","2024-11-23 11:16:48","2024-11-23T03:09:32+02:00",""
"Lvs37610","OTHER","Mostafa","ملغي","2024-11-23 11:16:33","2024-11-23T03:09:32+02:00",""
"Lvs36710","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة بعتت لينا خلال الميل","2024-11-23 11:00:13","2024-11-19T20:33:45+02:00",""
"Lvs37575","OTHER","Mostafa","0","2024-11-23 10:56:16","2024-11-23T00:26:28+02:00",""
"Lvs37575","OTHER","Mostafa","0","2024-11-23 10:56:06","2024-11-23T00:26:28+02:00",""
"Lvs37298","OTHER","Mostafa","0","2024-11-23 10:55:46","2024-11-21T22:54:42+02:00",""
"Lvs37259","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-23 10:47:46","2024-11-21T20:30:50+02:00",""
"Lvs36918","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-11-23 10:11:38","2024-11-20T19:29:30+02:00",""
"Lvs37325","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 09:48:55","2024-11-22T00:28:15+02:00",""
"Lvs37528","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-23 09:27:51","2024-11-22T20:33:32+02:00",""
"Lvs37281","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 09:20:55","2024-11-21T21:59:12+02:00",""
"Lvs37454","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-23 08:53:28","2024-11-22T15:26:09+02:00",""
"Lvs37430","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-23 08:31:14","2024-11-22T13:19:55+02:00",""
"Lvs37085","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-23 07:54:04","2024-11-21T09:04:57+02:00",""
"Lvs37140","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 07:49:57","2024-11-21T13:40:13+02:00",""
"Lvs36726","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-23 07:47:00","2024-11-19T22:06:18+02:00",""
"Lvs37012","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","2024-11-22 12:36:17","2024-11-21T00:20:00+02:00",""
"Lvs36682","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","2024-11-22 12:35:36","2024-11-19T17:38:14+02:00",""
"Lvs37245","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-22 11:40:19","2024-11-21T19:27:25+02:00",""
"Lvs37396","CUSTOMER_REQUEST","Haimaa Gamal","ملغي","2024-11-22 10:26:28","2024-11-22T10:36:44+02:00",""
"Lvs37144","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-21 15:38:09","2024-11-21T13:49:21+02:00",""
"Lvs37165","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-21 15:03:28","2024-11-21T15:29:57+02:00",""
"Lvs36591","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-11-21 13:03:35","2024-11-19T08:00:37+02:00",""
"Lvs36842","INVENTORY","Nermin ","ملغي مش عايزة بدايل","2024-11-21 10:53:13","2024-11-20T15:32:52+02:00",""
"Lvs36866","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-21 10:51:49","2024-11-20T17:40:19+02:00",""
"Lvs36238","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-21 10:50:57","2024-11-17T14:45:13+02:00",""
"Lvs36921","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-21 09:50:39","2024-11-20T19:42:26+02:00",""
"Lvs37072","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","2024-11-21 09:48:30","2024-11-21T07:42:10+02:00",""
"Lvs36994","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-21 09:47:31","2024-11-20T23:43:08+02:00",""
"Lvs36964","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-21 09:45:58","2024-11-20T21:51:04+02:00",""
"Lvs36803","INVENTORY","Nermin ","ملغي لعدم وجود القطع ومش عايزة بدايل","2024-11-21 09:29:45","2024-11-20T11:24:56+02:00",""
"Lvs37057","OTHER","Mostafa","0","2024-11-21 08:50:37","2024-11-21T05:07:50+02:00",""
"Lvs37057","OTHER","Mostafa","0","2024-11-21 08:48:27","2024-11-21T05:07:50+02:00",""
"Lvs36540","OTHER","Mostafa","0","2024-11-21 08:48:04","2024-11-18T22:34:43+02:00",""
"Lvs36776","INVENTORY","Nermin ","ملغي عايزة نفس القطعة ونفس المقاس","2024-11-20 19:04:37","2024-11-20T05:40:09+02:00",""
"Lvs36672","INVENTORY","Nermin ","ملغي مش عايزة بدايل","2024-11-20 15:17:57","2024-11-19T15:51:32+02:00",""
"Lvs36823","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بدايل","2024-11-20 15:15:02","2024-11-20T13:16:24+02:00",""
"Lvs36815","REPEATED_ORDER","Nermin ","ملغي مكرر","2024-11-20 15:13:15","2024-11-20T12:47:25+02:00",""
"Lvs36762","REPEATED_ORDER","Nermin ","ملغي مكرر","2024-11-20 15:12:40","2024-11-20T01:57:34+02:00",""
"Lvs36813","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","2024-11-20 13:16:15","2024-11-20T12:22:37+02:00",""
"Lvs36795","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","2024-11-20 12:11:48","2024-11-20T10:53:49+02:00",""
"Lvs36693","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","2024-11-20 12:00:40","2024-11-19T18:51:49+02:00",""
"Lvs36709","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-20 09:21:23","2024-11-19T20:32:35+02:00",""
"Lvs36689","ORDER_CONFIRMED_BY_MISTAKE","Zainab Mohamed","ملغي","2024-11-20 09:16:16","2024-11-19T18:12:31+02:00",""
"Lvs36619","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","2024-11-19 20:43:22","2024-11-19T11:53:20+02:00",""
"Lvs36532","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","2024-11-19 20:39:04","2024-11-18T21:32:48+02:00",""
"Lvs36480","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها وبعتتلنا علي الةواتساب","2024-11-19 15:36:16","2024-11-18T16:10:23+02:00",""
"Lvs36465","OTHER","Mostafa","0","2024-11-19 15:32:05","2024-11-18T15:14:23+02:00",""
"Lvs36489","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البديل","2024-11-19 15:06:29","2024-11-18T16:53:00+02:00",""
"Lvs36558","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-19 15:03:31","2024-11-18T23:50:42+02:00",""
"Lvs36573","INVENTORY","Nermin ","ومش عايزة البديل ملغي لعدم وجود القطعة","2024-11-19 14:57:50","2024-11-19T01:41:04+02:00",""
"Lvs36538","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر و هتشترى من الفرع","2024-11-19 14:52:57","2024-11-18T22:13:05+02:00",""
"Lvs34598","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء هتشتري من الفرع","2024-11-19 13:55:36","2024-11-08T17:35:57+02:00",""
"Lvs36597","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-19 13:46:56","2024-11-19T09:21:09+02:00",""
"Lvs35051","OTHER","Nermin ","ملغي برغبتها","2024-11-19 12:42:18","2024-11-10T16:27:25+02:00",""
"Lvs35051","OTHER","Nermin ","ملغي برغبتها","2024-11-19 12:42:17","2024-11-10T16:27:25+02:00",""
"Lvs36582","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","2024-11-19 10:38:37","2024-11-19T03:41:04+02:00",""
"Lvs36485","CUSTOMER_REQUEST","Fatma Elsayed","العميلة هتشترى من الفرع","2024-11-19 08:54:48","2024-11-18T16:19:49+02:00",""
"Lvs35883","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","2024-11-19 08:43:50","2024-11-15T07:57:33+02:00",""
"Lvs36556","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-19 08:36:15","2024-11-18T23:40:46+02:00",""
"Lvs36553","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-19 08:33:54","2024-11-18T23:31:25+02:00",""
"Lvs35681","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","2024-11-19 08:02:47","2024-11-14T05:19:27+02:00",""
"Lvs36352","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-18 16:01:45","2024-11-17T22:34:45+02:00",""
"Lvs36184","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-18 14:17:29","2024-11-17T00:51:31+02:00",""
"Lvs36170","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-18 14:04:10","2024-11-16T22:58:29+02:00",""
"Lvs36253","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-18 13:00:49","2024-11-17T16:20:56+02:00",""
"Lvs36448","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-18 12:54:16","2024-11-18T13:34:03+02:00",""
"Lvs36359","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-18 12:36:08","2024-11-17T22:59:57+02:00",""
"Lvs36418","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","2024-11-18 12:31:57","2024-11-18T09:34:41+02:00",""
"Lvs36432","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-18 11:37:09","2024-11-18T11:34:53+02:00",""
"Lvs36430","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-18 11:36:23","2024-11-18T11:12:47+02:00",""
"Lvs36237","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","2024-11-18 10:38:24","2024-11-17T14:39:20+02:00",""
"Lvs36177","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","2024-11-18 10:12:54","2024-11-16T23:37:13+02:00",""
"Lvs35924","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","2024-11-18 09:19:23","2024-11-15T15:46:50+02:00",""
"Lvs36293","OTHER","Mostafa","0","2024-11-18 09:12:13","2024-11-17T19:34:20+02:00",""
"Lvs36285","OTHER","Mostafa","0","2024-11-18 09:11:02","2024-11-17T19:07:07+02:00",""
"Lvs36281","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-18 09:05:05","2024-11-17T18:53:38+02:00",""
"Lvs35950","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","2024-11-17 15:32:47","2024-11-15T18:22:51+02:00",""
"Lvs35815","INVENTORY","Noor","ملغى لعدم الرد على موبايل و ميل  و لا يوجد واتساب","2024-11-17 15:05:09","2024-11-14T20:27:15+02:00",""
"Lvs36147","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-17 15:00:34","2024-11-16T20:00:19+02:00",""
"Lvs36219","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-17 14:03:30","2024-11-17T12:29:12+02:00",""
"Lvs36153","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-17 13:27:44","2024-11-16T20:38:36+02:00",""
"Lvs35885","INVENTORY","Noor","العميلة اشترت من فرع عمار ابن ياسر","2024-11-17 10:53:41","2024-11-15T08:11:49+02:00",""
"Lvs35870","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-17 10:41:55","2024-11-15T01:59:42+02:00",""
"Lvs36114","INVENTORY","Randa","طلب العميلة بالالغاء","2024-11-17 10:26:21","2024-11-16T16:57:55+02:00",""
"Lvs35913","INVENTORY","Samar Hamdy","ملغي نواقص","2024-11-17 09:16:05","2024-11-15T14:40:39+02:00",""
"Lvs36046","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-11-17 08:45:30","2024-11-16T06:20:14+02:00",""
